DrugBank ID,Indication Type,Indication,Combined Product Details
DB09552,Used in combination to treat,Otitis externa bacterial,"Combination Product in combination with:Colistin (DB00803),Neomycin (DB00994),Hydrocortisone acetate (DB14539)"
DB09555,Management of,Allergic conjunctivitis,
DB09555,Management of,Allergic rhinitis,
DB09555,Symptomatic treatment of,Allergies,
DB09555,Management of,Angioedema,
DB09555,Symptomatic treatment of,Common cold,
DB09563,Diagnostic agent,Prostate cancer,
DB09568,Treatment of,Hypertryglyceridemia,
DB09570,Used in combination to treat,Multiple myeloma,"Regimen in combination with:Lenalidomide (DB00480),Dexamethasone (DB01234)"
DB09571,Symptomatic treatment of,Nasal congestion,
DB11056,Used in combination as diagnostic agent,Altered osteogenesis,Combination Product in combination with:Technetium Tc-99m pyrophosphate (DB09165)
DB11057,Used in combination to treat,Constipation,Combination Product in combination with:Picosulfuric acid (DB09268)
DB11058,Used in combination to treat,Dermabrasion,Combination Product in combination with:Zinc oxide (DB09321)
DB11058,Used in combination to treat,Diaper rash,Combination Product in combination with:Zinc oxide (DB09321)
DB11058,Used in combination to treat,Itching of the perianal area,"Combination Product in combination with:Lanolin (DB11112),Levomenthol (DB00825),Zinc oxide (DB09321)"
DB11058,Used in combination to treat,Pain,"Combination Product in combination with:Zinc oxide (DB09321),Lanolin (DB11112),Levomenthol (DB00825)"
DB11058,Used in combination to treat,Skin irritation,"Combination Product in combination with:Lanolin (DB11112),Zinc oxide (DB09321),Levomenthol (DB00825)"
DB11059,Symptomatic treatment of,Dry eye,
DB11059,Used in combination to treat,Dry eyes,Combination Product in combination with:Glycerin (DB09462)
DB11059,Used in combination to treat,Dry eyes,"Combination Product in combination with:Glycerin (DB09462),Polysorbate 80 (DB11063)"
DB11059,Used in combination to treat,Ocular irritation,"Combination Product in combination with:Polysorbate 80 (DB11063),Glycerin (DB09462)"
DB11060,Used in combination to treat,Dry eyes,Combination Product in combination with:Dexpanthenol (DB09357)
DB11060,Symptomatic treatment of,Dry eyes,
DB11061,Used in combination for symptomatic treatment of,Dry eyes,Combination Product in combination with:Polyvinyl alcohol (DB11060)
DB11061,Symptomatic treatment of,Dry eyes,
DB11062,Used in combination for prophylaxis of,Sunburn,
DB11063,Maintenance of,Eye lubrication,
DB11063,Treatment of,Eye discomfort,
DB11064,Used in combination for prophylaxis of,Sunburn,
DB11073,Prevention of,Gingivitis,
DB11073,Used in combination to treat,Oral infection,Combination Product in combination with:Lidocaine (DB00281)
DB11073,Used in combination to treat,Oral pain,Combination Product in combination with:Lidocaine (DB00281)
DB11073,Used in combination for symptomatic treatment of,Orofacial pain,Combination Product in combination with:Benzocaine (DB01086)
DB11073,Used in combination for symptomatic treatment of,Orofacial pain,Combination Product in combination with:Choline salicylate (DB14006)
DB11074,Used in combination for symptomatic treatment of,Acute diarrhoea,Combination Product in combination with:Loperamide (DB00836)
DB11074,Used in combination to treat,Aerophagy,Combination Product in combination with:Pancrelipase (DB00085)
DB11074,Used in combination for symptomatic treatment of,Duodenal ulcer,Combination Product in combination with:Magaldrate (DB08938)
DB11074,Used in combination for symptomatic treatment of,Dyspepsia,Combination Product in combination with:Magaldrate (DB08938)
DB11074,Used in combination to manage,Dyspepsia,Combination Product in combination with:Magaldrate (DB08938)
DB11075,Used in combination for symptomatic treatment of,Dry eyes,Combination Product in combination with:Chondroitin sulfate (DB09301)
DB11075,Used in combination for symptomatic treatment of,Dry eyes,Combination Product in combination with:Dextran (DB09255)
DB11075,Symptomatic treatment of,Dry eyes,
DB11075,Used in combination for symptomatic treatment of,Ocular discomfort,Combination Product in combination with:Dextran (DB09255)
DB11075,Used in combination to prevent,Ocular irritation,Combination Product in combination with:Chondroitin sulfate (DB09301)
DB11077,Treatment of,Constipation,
DB11077,Symptomatic treatment of,Dry eyes,
DB11081,Prophylaxis of,Excessive sweating and body odor,
DB11081,Treatment of,Hyperphosphataemia,
DB11081,Management of,Minor bleeding,
DB11082,Symptomatic treatment of,Dandruff,
DB11082,Used in combination to treat,Psoriasis,Combination Product in combination with:Salicylic acid (DB00936)
DB11082,Symptomatic treatment of,Psoriasis,
DB11082,Symptomatic treatment of,Seborrheic dermatitis,
DB11082,Used in combination for symptomatic treatment of,Seborrhoeic dermatitis of the scalp,Combination Product in combination with:Allantoin (DB11100)
DB11085,Symptomatic treatment of,Acne vulgaris,
DB11089,Used in combination to treat,Constipation,Combination Product in combination with:Sennosides (DB11365)
DB11089,Prevention of,Constipation,
DB11089,Treatment of,Constipation,
DB11089,Used in combination for symptomatic treatment of,Occasional constipation,Combination Product in combination with:Sorbitol (DB01638)
DB11090,Management of,Tooth sensitivity,
DB11091,Treatment of,Ear infection bacterial,
DB11091,Treatment of,Seborrheic keratosis (sk),
DB11091,Treatment of,Excess ear wax,
DB11091,Treatment of,Superficial skin infections,
DB11092,Prevention of,Dental cavity,
DB11093,Used in combination to treat,Calcium deficiency,Combination Product in combination with:Cholecalciferol (DB00169)
DB11093,Used in combination to prevent,Calcium deficiency,"Combination Product in combination with:Cholecalciferol (DB00169),Folic acid (DB00158)"
DB11093,Used in combination to treat,Calcium deficiency,"Combination Product in combination with:Folic acid (DB00158),Cholecalciferol (DB00169)"
DB11093,Used in combination to treat,Calcium deficiency,Combination Product in combination with:Cholecalciferol (DB00169)
DB11093,Used in combination to treat,"Deficiency, vitamin d",Combination Product in combination with:Cholecalciferol (DB00169)
DB11094,Used in combination to prevent,"Deficiency, vitamin d",Combination Product in combination with:Cholecalciferol (DB00169)
DB11094,Used in combination to treat,"Deficiency, vitamin d",Combination Product in combination with:Cholecalciferol (DB00169)
DB11094,Prevention of,"Deficiency, vitamin d",
DB11098,Used in combination to treat,Arrhythmias cardiac caused by hypokalemia,Combination Product in combination with:Potassium citrate (DB09125)
DB11098,Used in combination for symptomatic treatment of,Gastro-esophageal reflux disease (gerd),Combination Product in combination with:Alginic acid (DB13518)
DB11098,Used in combination to treat,Hypocitraturia,Combination Product in combination with:Potassium citrate (DB09125)
DB11098,Used in combination to treat,Hypokalemia,Combination Product in combination with:Potassium citrate (DB09125)
DB11098,Used in combination to treat,Hypokalemia,Combination Product in combination with:Potassium citrate (DB09125)
DB11100,Used in combination to treat,Scarring,"Combination Product in combination with:Onion (DB10548),Heparin (DB01109)"
DB11105,Used in combination for prophylaxis of,Diaper dermatitis,"Combination Product in combination with:Zinc oxide (DB09321),Cetrimonium (DB01718)"
DB11105,Used in combination for symptomatic treatment of,Diaper dermatitis,"Combination Product in combination with:Zinc oxide (DB09321),Cetrimonium (DB01718)"
DB11105,Used in combination to treat,Dry eye syndrome (des),Combination Product in combination with:Hypromellose (DB11075)
DB11105,Prophylaxis of,Eye and eyelid infections,
DB11105,Used in combination to treat,Gingivitis,"Combination Product in combination with:Tyrothricin (DB13503),Benzocaine (DB01086)"
DB11110,Prophylaxis of,Migraine,
DB11117,Treatment of,Ringworm,
DB11117,Treatment of,Tinea pedis,
DB11118,Treatment of,Skin irritation,
DB11118,Prophylaxis of,Faintness/fainting,
DB11119,Used in combination to treat,Abscesses,Combination Product in combination with:Iodine (DB05382)
DB11119,Used in combination to treat,Bleeding of the vitreal body,"Combination Product in combination with:Chlorhexidine (DB00878),Potassium Iodide (DB06715)"
DB11119,Used in combination to treat,Clouding of the lenses,"Combination Product in combination with:Potassium Iodide (DB06715),Chlorhexidine (DB00878)"
DB11119,Used in combination to treat,Vitreous opacities,"Combination Product in combination with:Potassium Iodide (DB06715),Chlorhexidine (DB00878)"
DB11119,Used in combination to treat,Wounds,Combination Product in combination with:Iodine (DB05382)
DB11120,Symptomatic treatment of,Joint pain,
DB11120,Symptomatic treatment of,Muscle pain,
DB11121,Used in combination to prevent,Skin infections,"Combination Product in combination with:Edetic acid (DB00974),Triclosan (DB08604)"
DB11124,Symptomatic treatment of,Asthma,
DB11125,Used in combination to treat,Inflammation of mouth,"Combination Product in combination with:Tyrothricin (DB13503),Benzocaine (DB01086)"
DB11125,Used in combination to treat,Mouth ulcers,"Combination Product in combination with:Tyrothricin (DB13503),Benzocaine (DB01086)"
DB11125,Used in combination to treat,Oral infection,"Combination Product in combination with:Benzocaine (DB01086),Tyrothricin (DB13503)"
DB11125,Used in combination to treat,Streptococcal sore throat,"Combination Product in combination with:Tyrothricin (DB13503),Benzocaine (DB01086)"
DB11125,Used in combination to treat,Tonsillitis,"Combination Product in combination with:Tyrothricin (DB13503),Benzocaine (DB01086)"
DB11126,Used in combination to prevent,Bone and tooth decay,"Combination Product in combination with:Calcium citrate (DB11093),Calcium carbonate (DB06724),Cholecalciferol (DB00169)"
DB11126,Used in combination to maintain,Bone and tooth growth,"Combination Product in combination with:Cholecalciferol (DB00169),Calcium carbonate (DB06724),Calcium citrate (DB11093)"
DB11126,Used in combination to prevent,Calcium deficiency,"Combination Product in combination with:Cholecalciferol (DB00169),Calcium Phosphate (DB11348),Calcium lactate (DB13231)"
DB11126,Used in combination to prevent,Calcium deficiency,"Combination Product in combination with:Cholecalciferol (DB00169),Calcium lactate (DB13231),Calcium Phosphate (DB11348)"
DB11126,Used in combination to treat,Hypocalcemia,Combination Product in combination with:Calcium levulinate (DB13800)
DB11127,Treatment of,Selenium deficiency,
DB11129,Management of,Excess ear wax,
DB11130,Treatment of,Severe diarrhea,
DB11141,Used in combination to prevent,Trace element deficiency,"Combination Product in combination with:Sodium fluoride (DB09325),Copper gluconate (DB11246),Zinc gluconate (DB11248),Sodium molybdate (DB14496),Ferrous gluconate (DB14488),Selenious acid (DB11127),Chromic chloride (DB09129),Potassium Iodide (DB06715)"
DB11141,Used in combination to treat,Trace element deficiency,"Combination Product in combination with:Sodium fluoride (DB09325),Copper gluconate (DB11246),Zinc gluconate (DB11248),Ferrous gluconate (DB14488),Selenious acid (DB11127),Chromic chloride (DB09129),Sodium molybdate (DB14496),Potassium Iodide (DB06715)"
DB11145,Used in combination for therapy,Gingival bleeding,Combination Product in combination with:Aluminum chloride (DB11081)
DB11150,Diagnostic agent,Radiologic examination of the gastrointestinal tract,
DB11151,Used in combination to treat,Dehydration hypertonic,"Combination Product in combination with:Magnesium chloride (DB09407),Potassium chloride (DB00761),Calcium chloride (DB01164),Sodium chloride (DB09153),Dextrose, unspecified form (DB09341),Malic acid (DB12751)"
DB11151,Used in combination to treat,Isotonic dehydration,"Combination Product in combination with:Malic acid (DB12751),Dextrose, unspecified form (DB09341),Potassium chloride (DB00761),Sodium chloride (DB09153),Calcium chloride (DB01164),Magnesium chloride (DB09407)"
DB11153,Treatment of,Low potassium,
DB11156,Treatment of,Enterobiasis,
DB11156,Used in combination to treat,Helminthic infection,Combination Product in combination with:Oxantel (DB13670)
DB11157,Treatment of,Psoriasis chronic,
DB11157,Treatment of,Quiescent psoriasis,
DB11160,Used in combination for symptomatic treatment of,Bronchitis,"Combination Product in combination with:Guaifenesin (DB00874),Codeine (DB00318)"
DB11160,Used in combination for symptomatic treatment of,Coughing,"Combination Product in combination with:Codeine (DB00318),Guaifenesin (DB00874)"
DB11160,Used in combination to manage,Minor aches and pains,"Combination Product in combination with:Ethanol (DB00898),Acetaminophen (DB00316)"
DB11160,Used in combination to manage,Minor aches and pains,Combination Product in combination with:Acetaminophen (DB00316)
DB11164,Diagnostic agent,Stroke,
DB11164,Used in combination as diagnostic agent,Stroke,Combination Product in combination with:Technetium Tc-99m (DB14227)
DB11180,Used in combination as diagnostic agent,Breast cancer,Combination Product in combination with:Sodium bicarbonate (DB01390)
DB11180,Used in combination as diagnostic agent,Breast cancer,Combination Product in combination with:Sodium bicarbonate (DB01390)
DB11180,Used in combination as diagnostic agent,Hypoperfusion,Combination Product in combination with:Sodium bicarbonate (DB01390)
DB11180,Used in combination as diagnostic agent,Myocardial infarction,Combination Product in combination with:Sodium bicarbonate (DB01390)
DB11181,Adjunct therapy in treatment of,Strabismus,
DB11186,Used in combination for symptomatic treatment of,Bronchial irritation,"Combination Product in combination with:Guaifenesin (DB00874),Potassium guaiacolsulfonate (DB13735),Diphenhydramine (DB01075)"
