DrugBank ID,Water Solubility,logP,logS,pKa (Strongest Acidic),pKa (Strongest Basic),Physiological Charge,Hydrogen Acceptor Count,Hydrogen Donor Count,Polar Surface Area,Rotatable Bond Count,Refractivity,Polarizability,Number of Rings,Bioavailability,Rule of Five,Ghose Filter,Veber's Rule,MDDR-like Rule,Human Intestinal Absorption_Value,Human Intestinal Absorption_Probability,Blood Brain Barrier_Value,Blood Brain Barrier_Probability,Caco-2 permeable_Value,Caco-2 permeable_Probability,P-glycoprotein substrate_Value,P-glycoprotein substrate_Probability,P-glycoprotein inhibitor I_Value,P-glycoprotein inhibitor I_Probability,P-glycoprotein inhibitor II_Value,P-glycoprotein inhibitor II_Probability,Renal organic cation transporter_Value,Renal organic cation transporter_Probability,CYP450 2C9 substrate_Value,CYP450 2C9 substrate_Probability,CYP450 2D6 substrate_Value,CYP450 2D6 substrate_Probability,CYP450 3A4 substrate_Value,CYP450 3A4 substrate_Probability,CYP450 1A2 substrate_Value,CYP450 1A2 substrate_Probability,CYP450 2C9 inhibitor_Value,CYP450 2C9 inhibitor_Probability,CYP450 2D6 inhibitor_Value,CYP450 2D6 inhibitor_Probability,CYP450 2C19 inhibitor_Value,CYP450 2C19 inhibitor_Probability,CYP450 3A4 inhibitor_Value,CYP450 3A4 inhibitor_Probability,CYP450 inhibitory promiscuity_Value,CYP450 inhibitory promiscuity_Probability,Ames test_Value,Ames test_Probability,Carcinogenicity_Value,Carcinogenicity_Probability,Biodegradation_Value,Biodegradation_Probability,Rat acute toxicity_Value,Rat acute toxicity_Probability,hERG inhibition (predictor I)_Value,hERG inhibition (predictor I)_Probability,hERG inhibition (predictor II)_Value,hERG inhibition (predictor II)_Probability
DB01514,0.0277 mg/mL,2.97,-4.1,,-0.51,0,3,1,59.15 Å2,0,93.06 m3·mol-1,37.94 Å3,5,1,Yes,Yes,No,No,+,1.0,+,0.9564,+,0.5836,Substrate,0.7034,Non-inhibitor,0.5547,Non-inhibitor,0.9066,Non-inhibitor,0.7822,Non-substrate,0.7399,Non-substrate,0.7865,Substrate,0.6629,Non-inhibitor,0.5561,Non-inhibitor,0.7852,Non-inhibitor,0.89,Non-inhibitor,0.6522,Non-inhibitor,0.6092,Low CYP Inhibitory Promiscuity,0.7734,Non AMES toxic,0.6452,Non-carcinogens,0.8767,Not ready biodegradable,0.9941,"1.9483 LD50, mol/kg",Not applicable,Weak inhibitor,0.8085,Non-inhibitor,0.7679
DB01521,0.0153 mg/mL,3.75,-4.3,19.38,-0.88,0,2,1,37.3 Å2,0,89.22 m3·mol-1,36.02 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9754,+,0.828,Substrate,0.6367,Non-inhibitor,0.6429,Non-inhibitor,0.9333,Non-inhibitor,0.7453,Non-substrate,0.8222,Non-substrate,0.8968,Substrate,0.7867,Non-inhibitor,0.8944,Non-inhibitor,0.8654,Non-inhibitor,0.8922,Non-inhibitor,0.7617,Non-inhibitor,0.8467,Low CYP Inhibitory Promiscuity,0.8156,Non AMES toxic,0.889,Non-carcinogens,0.9243,Not ready biodegradable,0.989,"1.7601 LD50, mol/kg",Not applicable,Weak inhibitor,0.8594,Non-inhibitor,0.6749
DB01524,0.055 mg/mL,2.8,-3.7,18.2,-0.77,0,2,2,40.46 Å2,0,85.48 m3·mol-1,34.87 Å3,4,1,Yes,Yes,No,No,+,1.0,+,0.9451,+,0.8918,Substrate,0.6937,Non-inhibitor,0.6917,Non-inhibitor,0.9113,Non-inhibitor,0.7501,Non-substrate,0.8402,Non-substrate,0.8948,Substrate,0.7593,Non-inhibitor,0.7389,Non-inhibitor,0.9327,Non-inhibitor,0.9268,Non-inhibitor,0.7832,Non-inhibitor,0.8505,Low CYP Inhibitory Promiscuity,0.7223,Non AMES toxic,0.9194,Non-carcinogens,0.937,Not ready biodegradable,0.9606,"2.2291 LD50, mol/kg",Not applicable,Weak inhibitor,0.8493,Non-inhibitor,0.6626
DB01526,0.0481 mg/mL,2.95,-3.8,17.5,-0.82,0,2,2,40.46 Å2,0,85.33 m3·mol-1,34.38 Å3,4,1,Yes,Yes,No,No,+,1.0,+,0.9451,+,0.8918,Substrate,0.6937,Non-inhibitor,0.6917,Non-inhibitor,0.9113,Non-inhibitor,0.7501,Non-substrate,0.8402,Non-substrate,0.8948,Substrate,0.7593,Non-inhibitor,0.7389,Non-inhibitor,0.9327,Non-inhibitor,0.9268,Non-inhibitor,0.7832,Non-inhibitor,0.8505,Low CYP Inhibitory Promiscuity,0.7223,Non AMES toxic,0.9194,Non-carcinogens,0.937,Not ready biodegradable,0.9606,"2.2291 LD50, mol/kg",Not applicable,Weak inhibitor,0.8493,Non-inhibitor,0.6626
DB06701,,2.25,,,9.09,1,2,1,38.33 Å2,4,66.73 m3·mol-1,26.15 Å3,2,1,Yes,Yes,Yes,No,+,0.9941,+,0.9663,+,0.6564,Substrate,0.5466,Non-inhibitor,0.7964,Non-inhibitor,0.9601,Inhibitor,0.532,Non-substrate,0.7897,Non-substrate,0.9116,Non-substrate,0.5985,Non-inhibitor,0.592,Non-inhibitor,0.897,Non-inhibitor,0.5245,Non-inhibitor,0.9265,Non-inhibitor,0.8539,Low CYP Inhibitory Promiscuity,0.9328,Non AMES toxic,0.9133,Non-carcinogens,0.9648,Not ready biodegradable,0.5759,"2.7718 LD50, mol/kg",Not applicable,Weak inhibitor,0.8466,Non-inhibitor,0.7491
DB01529,0.0175 mg/mL,3.75,-4.4,,7.77,1,3,0,32.78 Å2,6,117.37 m3·mol-1,44.36 Å3,4,1,Yes,Yes,Yes,Yes,+,0.9941,+,0.986,+,0.5628,Substrate,0.6229,Inhibitor,0.6781,Non-inhibitor,0.573,Inhibitor,0.525,Non-substrate,0.8056,Non-substrate,0.7581,Substrate,0.6149,Non-inhibitor,0.9177,Non-inhibitor,0.9297,Inhibitor,0.5,Non-inhibitor,0.6691,Non-inhibitor,0.6655,Low CYP Inhibitory Promiscuity,0.7777,Non AMES toxic,0.801,Non-carcinogens,0.919,Not ready biodegradable,0.9549,"3.7072 LD50, mol/kg",Not applicable,Weak inhibitor,0.8914,Non-inhibitor,0.6829
DB01531,0.86 mg/mL,2.11,-2.5,10.35,9.38,1,3,1,32.7 Å2,0,77.8 m3·mol-1,29.99 Å3,5,1,Yes,Yes,Yes,No,+,0.9964,+,0.9976,+,0.8647,Substrate,0.7728,Non-inhibitor,0.8039,Non-inhibitor,0.9509,Inhibitor,0.6957,Non-substrate,0.7987,Substrate,0.8615,Substrate,0.7723,Non-inhibitor,0.753,Non-inhibitor,0.9425,Inhibitor,0.5254,Non-inhibitor,0.7726,Non-inhibitor,0.7977,Low CYP Inhibitory Promiscuity,0.9193,Non AMES toxic,0.6475,Non-carcinogens,0.9564,Not ready biodegradable,0.9841,"3.0641 LD50, mol/kg",Not applicable,Weak inhibitor,0.7496,Non-inhibitor,0.8412
DB01532,0.022 mg/mL,3.53,-4.2,,9.01,1,2,0,23.55 Å2,5,103.27 m3·mol-1,39.97 Å3,3,1,Yes,Yes,Yes,No,+,0.955,+,0.9908,+,0.6875,Substrate,0.6579,Inhibitor,0.6235,Non-inhibitor,0.6464,Inhibitor,0.6297,Non-substrate,0.7868,Non-substrate,0.5211,Substrate,0.6368,Non-inhibitor,0.8659,Non-inhibitor,0.9177,Inhibitor,0.5098,Non-inhibitor,0.7252,Non-inhibitor,0.861,Low CYP Inhibitory Promiscuity,0.7654,Non AMES toxic,0.8844,Non-carcinogens,0.8876,Not ready biodegradable,0.8682,"2.7430 LD50, mol/kg",Not applicable,Weak inhibitor,0.8834,Inhibitor,0.6335
DB06706,3.06 mg/mL,2.32,-1.7,,10.67,1,1,1,12.03 Å2,4,47.59 m3·mol-1,18.81 Å3,0,1,Yes,No,Yes,No,+,0.9876,+,0.9388,+,0.6722,Non-substrate,0.5931,Inhibitor,0.5,Non-inhibitor,0.7807,Non-inhibitor,0.7631,Non-substrate,0.8385,Non-substrate,0.5252,Substrate,0.5077,Non-inhibitor,0.8046,Non-inhibitor,0.9172,Non-inhibitor,0.7719,Non-inhibitor,0.9108,Non-inhibitor,0.9752,Low CYP Inhibitory Promiscuity,0.8181,Non AMES toxic,0.8476,Non-carcinogens,0.7545,Ready biodegradable,0.7933,"2.2809 LD50, mol/kg",Not applicable,Weak inhibitor,0.9048,Non-inhibitor,0.8956
DB01536,0.027 mg/mL,3.93,-4,18.52,-4.8,0,2,0,34.14 Å2,0,83.61 m3·mol-1,33.21 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9793,+,0.8011,Substrate,0.5526,Inhibitor,0.8564,Non-inhibitor,0.6615,Non-inhibitor,0.6632,Non-substrate,0.8548,Non-substrate,0.9131,Substrate,0.7193,Non-inhibitor,0.9046,Non-inhibitor,0.9387,Non-inhibitor,0.9386,Non-inhibitor,0.8138,Non-inhibitor,0.8483,Low CYP Inhibitory Promiscuity,0.8067,Non AMES toxic,0.9508,Non-carcinogens,0.9313,Not ready biodegradable,0.9343,"1.5360 LD50, mol/kg",Not applicable,Weak inhibitor,0.7599,Non-inhibitor,0.7469
DB01537,0.199 mg/mL,1.84,-3.1,,9.68,1,3,1,44.48 Å2,4,59.84 m3·mol-1,23.54 Å3,1,1,Yes,Yes,No,No,+,0.9947,+,0.8982,+,0.7033,Non-substrate,0.6176,Non-inhibitor,0.7931,Non-inhibitor,0.8669,Non-inhibitor,0.5643,Non-substrate,0.8869,Substrate,0.6374,Substrate,0.5337,Inhibitor,0.9076,Non-inhibitor,0.8789,Inhibitor,0.5364,Non-inhibitor,0.5363,Non-inhibitor,0.7322,Low CYP Inhibitory Promiscuity,0.5051,AMES toxic,0.5201,Non-carcinogens,0.7964,Not ready biodegradable,0.8039,"2.5052 LD50, mol/kg",Not applicable,Weak inhibitor,0.6033,Inhibitor,0.65
DB06710,0.0139 mg/mL,3.65,-4.3,18.52,-0.53,0,2,1,37.3 Å2,0,89.07 m3·mol-1,35.85 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9774,+,0.8737,Substrate,0.6431,Inhibitor,0.5981,Non-inhibitor,0.732,Non-inhibitor,0.757,Non-substrate,0.8075,Non-substrate,0.8604,Substrate,0.7916,Non-inhibitor,0.8619,Non-inhibitor,0.8844,Non-inhibitor,0.951,Non-inhibitor,0.6629,Non-inhibitor,0.8713,Low CYP Inhibitory Promiscuity,0.8711,Non AMES toxic,0.9429,Non-carcinogens,0.9361,Not ready biodegradable,0.9494,"2.0516 LD50, mol/kg",Not applicable,Weak inhibitor,0.886,Non-inhibitor,0.7219
DB01540,0.0575 mg/mL,2.83,-3.7,9.33,-0.53,0,3,2,57.53 Å2,0,86.56 m3·mol-1,35.02 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01541,0.0259 mg/mL,3.36,-4,18.39,-0.88,0,2,1,37.3 Å2,0,85.52 m3·mol-1,33.11 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.973,+,0.8984,Substrate,0.6498,Inhibitor,0.5489,Non-inhibitor,0.8923,Non-inhibitor,0.7324,Non-substrate,0.8167,Non-substrate,0.9116,Substrate,0.7739,Non-inhibitor,0.9005,Non-inhibitor,0.95,Non-inhibitor,0.9452,Non-inhibitor,0.6668,Non-inhibitor,0.8812,Low CYP Inhibitory Promiscuity,0.8683,Non AMES toxic,0.9382,Non-carcinogens,0.9483,Not ready biodegradable,0.9174,"1.6259 LD50, mol/kg",Not applicable,Weak inhibitor,0.8938,Non-inhibitor,0.7163
DB06714,0.0904 mg/mL,2.7,-3.2,,10.61,1,1,1,12.03 Å2,3,49.54 m3·mol-1,20.27 Å3,1,1,Yes,No,Yes,No,+,0.9657,+,0.9829,+,0.7226,Non-substrate,0.6278,Non-inhibitor,0.8635,Non-inhibitor,0.9148,Non-inhibitor,0.6,Non-substrate,0.7991,Substrate,0.7284,Non-substrate,0.6368,Non-inhibitor,0.7982,Non-inhibitor,0.9671,Non-inhibitor,0.7367,Non-inhibitor,0.8882,Non-inhibitor,0.9827,Low CYP Inhibitory Promiscuity,0.8718,Non AMES toxic,0.9178,Non-carcinogens,0.8877,Not ready biodegradable,0.8187,"3.2412 LD50, mol/kg",Not applicable,Weak inhibitor,0.8496,Non-inhibitor,0.7482
DB01543,0.0302 mg/mL,3.51,-4,18.25,-0.75,0,2,1,37.3 Å2,1,84.56 m3·mol-1,34.36 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06718,0.00173 mg/mL,3.81,-5.3,16.23,3.36,0,2,2,48.91 Å2,0,96.8 m3·mol-1,39.33 Å3,5,1,Yes,Yes,No,No,+,1.0,+,0.9745,+,0.5,Substrate,0.6928,Non-inhibitor,0.7667,Non-inhibitor,0.8443,Non-inhibitor,0.7071,Non-substrate,0.792,Non-substrate,0.7667,Substrate,0.6765,Inhibitor,0.5646,Non-inhibitor,0.5135,Non-inhibitor,0.8852,Inhibitor,0.6303,Inhibitor,0.6272,Low CYP Inhibitory Promiscuity,0.5576,Non AMES toxic,0.6989,Non-carcinogens,0.8476,Not ready biodegradable,1.0,"2.5131 LD50, mol/kg",Not applicable,Weak inhibitor,0.9218,Non-inhibitor,0.6182
DB06719,,-3.3,,9.49,11.85,1,17,16,438.27 Å2,33,334.23 m3·mol-1,131.48 Å3,6,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01550,0.184 mg/mL,2.01,-3,,7.88,1,2,1,35.82 Å2,5,58.24 m3·mol-1,22.04 Å3,1,1,Yes,Yes,Yes,No,+,0.996,+,0.905,+,0.7437,Non-substrate,0.5656,Non-inhibitor,0.6871,Non-inhibitor,0.773,Inhibitor,0.5146,Non-substrate,0.7702,Substrate,0.7896,Non-substrate,0.7524,Inhibitor,0.6815,Non-inhibitor,0.9019,Non-inhibitor,0.51,Non-inhibitor,0.6544,Non-inhibitor,0.703,Low CYP Inhibitory Promiscuity,0.8178,Non AMES toxic,0.8702,Non-carcinogens,0.8414,Not ready biodegradable,0.9393,"2.1504 LD50, mol/kg",Not applicable,Weak inhibitor,0.8172,Non-inhibitor,0.6721
DB01556,0.105 mg/mL,2.69,-3.2,,10.24,1,1,1,26.02 Å2,2,53.15 m3·mol-1,20.19 Å3,1,1,Yes,Yes,Yes,No,+,0.9966,+,0.9792,+,0.7531,Non-substrate,0.6627,Non-inhibitor,0.9092,Non-inhibitor,0.9805,Non-inhibitor,0.8185,Non-substrate,0.8464,Substrate,0.5148,Non-substrate,0.5233,Inhibitor,0.6449,Non-inhibitor,0.8526,Inhibitor,0.8286,Non-inhibitor,0.752,Non-inhibitor,0.5737,Low CYP Inhibitory Promiscuity,0.7748,Non AMES toxic,0.8728,Non-carcinogens,0.6055,Not ready biodegradable,0.9895,"2.8974 LD50, mol/kg",Not applicable,Weak inhibitor,0.9818,Non-inhibitor,0.738
DB01557,0.014 mg/mL,4.23,-4.4,,9,1,2,0,23.55 Å2,6,107.9 m3·mol-1,41.69 Å3,3,1,Yes,Yes,Yes,Yes,+,0.9772,+,0.9922,+,0.6836,Substrate,0.691,Inhibitor,0.7175,Non-inhibitor,0.8395,Inhibitor,0.55,Non-substrate,0.8204,Non-substrate,0.7506,Substrate,0.6467,Non-inhibitor,0.7825,Non-inhibitor,0.8839,Non-inhibitor,0.5152,Non-inhibitor,0.7555,Non-inhibitor,0.8401,Low CYP Inhibitory Promiscuity,0.6786,Non AMES toxic,0.8713,Non-carcinogens,0.8301,Not ready biodegradable,0.8511,"3.1321 LD50, mol/kg",Not applicable,Weak inhibitor,0.8846,Inhibitor,0.6439
DB01560,2.46 mg/mL,1.18,-1.8,18.89,7.55,1,2,1,43.09 Å2,2,44.31 m3·mol-1,16.28 Å3,1,1,Yes,No,No,No,+,1.0,+,0.9382,+,0.8723,Non-substrate,0.8,Non-inhibitor,0.964,Non-inhibitor,0.9809,Non-inhibitor,0.865,Non-substrate,0.8029,Non-substrate,0.9115,Non-substrate,0.786,Non-inhibitor,0.7534,Non-inhibitor,0.9731,Non-inhibitor,0.8424,Non-inhibitor,0.8337,Non-inhibitor,0.9273,Low CYP Inhibitory Promiscuity,0.8611,Non AMES toxic,0.9105,Non-carcinogens,0.707,Ready biodegradable,0.5786,"2.2186 LD50, mol/kg",Not applicable,Weak inhibitor,0.9486,Non-inhibitor,0.9655
DB01564,0.0112 mg/mL,3.93,-4.4,18.8,-0.53,0,2,1,37.3 Å2,0,93.62 m3·mol-1,37.77 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9774,+,0.8737,Substrate,0.6431,Inhibitor,0.5981,Non-inhibitor,0.732,Non-inhibitor,0.757,Non-substrate,0.8075,Non-substrate,0.8604,Substrate,0.7916,Non-inhibitor,0.8619,Non-inhibitor,0.8844,Non-inhibitor,0.951,Non-inhibitor,0.6629,Non-inhibitor,0.8713,Low CYP Inhibitory Promiscuity,0.8711,Non AMES toxic,0.9429,Non-carcinogens,0.9361,Not ready biodegradable,0.9494,"2.0516 LD50, mol/kg",Not applicable,Weak inhibitor,0.886,Non-inhibitor,0.7219
DB01565,,1.08,,10.29,9.24,1,4,2,52.93 Å2,0,79.16 m3·mol-1,30.68 Å3,5,1,Yes,Yes,No,No,+,0.995,+,0.985,+,0.8356,Substrate,0.8896,Non-inhibitor,0.8653,Non-inhibitor,0.9868,Inhibitor,0.5516,Non-substrate,0.8115,Substrate,0.8647,Substrate,0.7582,Non-inhibitor,0.797,Non-inhibitor,0.9309,Non-inhibitor,0.617,Non-inhibitor,0.7678,Non-inhibitor,0.8793,Low CYP Inhibitory Promiscuity,0.9646,Non AMES toxic,0.7901,Non-carcinogens,0.9598,Not ready biodegradable,0.9846,"2.8928 LD50, mol/kg",Not applicable,Weak inhibitor,0.8927,Non-inhibitor,0.8414
DB08905,0.0578 mg/mL,3.41,-3.7,9.21,-3.7,0,3,1,54.37 Å2,0,85.57 m3·mol-1,34.05 Å3,4,1,Yes,Yes,No,No,+,1.0,+,0.9628,+,0.8149,Substrate,0.6597,Inhibitor,0.7113,Non-inhibitor,0.8526,Non-inhibitor,0.7227,Non-substrate,0.8331,Non-substrate,0.9308,Substrate,0.753,Non-inhibitor,0.9046,Non-inhibitor,0.9443,Non-inhibitor,0.941,Non-inhibitor,0.9025,Non-inhibitor,0.85,Low CYP Inhibitory Promiscuity,0.9027,Non AMES toxic,0.9311,Non-carcinogens,0.9537,Not ready biodegradable,0.963,"1.6135 LD50, mol/kg",Not applicable,Weak inhibitor,0.9479,Non-inhibitor,0.7566
DB01569,0.0605 mg/mL,1.76,-3.8,14.39,-2.9,0,4,2,74.6 Å2,1,96.9 m3·mol-1,38.13 Å3,4,1,Yes,Yes,No,No,+,0.9964,+,0.9575,+,0.6357,Substrate,0.7668,Non-inhibitor,0.7709,Non-inhibitor,0.793,Non-inhibitor,0.8094,Non-substrate,0.8477,Non-substrate,0.9066,Substrate,0.7647,Non-inhibitor,0.8748,Non-inhibitor,0.8936,Non-inhibitor,0.9646,Non-inhibitor,0.9333,Non-inhibitor,0.8312,Low CYP Inhibitory Promiscuity,0.9428,Non AMES toxic,0.9233,Non-carcinogens,0.9452,Not ready biodegradable,0.9741,"3.2193 LD50, mol/kg",Not applicable,Weak inhibitor,0.925,Non-inhibitor,0.8035
DB01570,0.0871 mg/mL,3.38,-3.6,14.11,8.59,1,3,1,43.78 Å2,6,109.11 m3·mol-1,42.37 Å3,3,1,Yes,Yes,No,Yes,+,0.9859,+,0.8166,+,0.6217,Substrate,0.7502,Inhibitor,0.8878,Inhibitor,0.667,Non-inhibitor,0.6416,Non-substrate,0.7609,Non-substrate,0.6912,Substrate,0.6818,Non-inhibitor,0.858,Non-inhibitor,0.8491,Non-inhibitor,0.589,Non-inhibitor,0.8011,Non-inhibitor,0.6046,Low CYP Inhibitory Promiscuity,0.7374,Non AMES toxic,0.8161,Non-carcinogens,0.8433,Not ready biodegradable,0.7959,"2.7242 LD50, mol/kg",Not applicable,Weak inhibitor,0.8868,Inhibitor,0.5691
DB01571,0.015 mg/mL,4.29,-4.4,,9.08,1,2,0,23.55 Å2,6,107.9 m3·mol-1,41.59 Å3,3,1,Yes,Yes,Yes,Yes,+,0.9808,+,0.9875,+,0.695,Substrate,0.6788,Inhibitor,0.8087,Non-inhibitor,0.735,Inhibitor,0.5413,Non-substrate,0.8205,Non-substrate,0.699,Substrate,0.6768,Non-inhibitor,0.6901,Non-inhibitor,0.8046,Non-inhibitor,0.5713,Non-inhibitor,0.7282,Non-inhibitor,0.6426,Low CYP Inhibitory Promiscuity,0.6191,Non AMES toxic,0.8872,Non-carcinogens,0.8297,Not ready biodegradable,0.9033,"2.9798 LD50, mol/kg",Not applicable,Weak inhibitor,0.8516,Inhibitor,0.6605
DB01572,0.00401 mg/mL,3.69,-4.9,,-0.53,0,2,1,37.3 Å2,0,89.33 m3·mol-1,35.73 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01573,0.0456 mg/mL,3.07,-3.9,13.78,9.19,1,4,1,41.93 Å2,3,109.22 m3·mol-1,41.38 Å3,6,1,Yes,Yes,No,No,+,0.9907,+,0.998,+,0.8227,Substrate,0.8828,Inhibitor,0.5984,Inhibitor,0.5852,Inhibitor,0.7525,Non-substrate,0.7405,Substrate,0.8919,Substrate,0.7127,Non-inhibitor,0.7559,Non-inhibitor,0.9054,Inhibitor,0.6622,Non-inhibitor,0.8224,Non-inhibitor,0.8889,Low CYP Inhibitory Promiscuity,0.7001,Non AMES toxic,0.8284,Non-carcinogens,0.9604,Not ready biodegradable,0.9962,"2.6612 LD50, mol/kg",Not applicable,Weak inhibitor,0.6913,Non-inhibitor,0.7378
DB08906,0.0434 mg/mL,4.13,-4.1,13.61,-3.1,0,4,1,93.81 Å2,6,130.08 m3·mol-1,51.56 Å3,5,1,No,No,No,Yes,+,0.9917,+,0.9666,-,0.5222,Substrate,0.7675,Inhibitor,0.784,Inhibitor,0.604,Non-inhibitor,0.8329,Non-substrate,0.8023,Non-substrate,0.8893,Substrate,0.7205,Non-inhibitor,0.6493,Non-inhibitor,0.7288,Non-inhibitor,0.8305,Non-inhibitor,0.6388,Inhibitor,0.9211,Low CYP Inhibitory Promiscuity,0.69,Non AMES toxic,0.747,Non-carcinogens,0.9079,Not ready biodegradable,1.0,"2.6232 LD50, mol/kg",Not applicable,Weak inhibitor,0.9787,Non-inhibitor,0.566
DB01577,0.928 mg/mL,2.24,-2.2,,10.21,1,1,1,12.03 Å2,3,48.48 m3·mol-1,18.04 Å3,1,1,Yes,No,Yes,No,+,0.993,+,0.9695,+,0.8675,Non-substrate,0.6682,Non-inhibitor,0.9338,Non-inhibitor,0.9816,Non-inhibitor,0.736,Non-substrate,0.7898,Substrate,0.8919,Non-substrate,0.7,Non-inhibitor,0.6771,Non-inhibitor,0.957,Inhibitor,0.8695,Non-inhibitor,0.7754,Non-inhibitor,0.9536,Low CYP Inhibitory Promiscuity,0.9095,Non AMES toxic,0.9306,Non-carcinogens,0.8161,Not ready biodegradable,0.7508,"3.1862 LD50, mol/kg",Not applicable,Weak inhibitor,0.9443,Non-inhibitor,0.9118
DB01579,2.43 mg/mL,2.17,-1.9,,7.28,1,2,0,12.47 Å2,1,57.76 m3·mol-1,22.18 Å3,2,1,Yes,Yes,Yes,No,+,0.9969,+,0.9846,+,0.7977,Substrate,0.6041,Non-inhibitor,0.6769,Non-inhibitor,0.9583,Inhibitor,0.643,Non-substrate,0.8398,Substrate,0.6133,Substrate,0.6142,Non-inhibitor,0.7819,Non-inhibitor,0.9346,Non-inhibitor,0.6649,Non-inhibitor,0.6534,Non-inhibitor,0.8458,Low CYP Inhibitory Promiscuity,0.8231,Non AMES toxic,0.8256,Non-carcinogens,0.9313,Not ready biodegradable,0.9087,"2.6514 LD50, mol/kg",Not applicable,Weak inhibitor,0.7016,Non-inhibitor,0.7799
DB01580,0.68 mg/mL,2.17,-2.6,14.09,9.67,1,4,2,50.72 Å2,9,76 m3·mol-1,30.31 Å3,1,1,Yes,Yes,No,No,+,0.9817,-,0.9759,+,0.8866,Substrate,0.6618,Non-inhibitor,0.5567,Non-inhibitor,0.8945,Non-inhibitor,0.8698,Non-substrate,0.8122,Non-substrate,0.5424,Non-substrate,0.7558,Inhibitor,0.9107,Non-inhibitor,0.9071,Inhibitor,0.8931,Non-inhibitor,0.9209,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.8958,Non AMES toxic,0.9367,Non-carcinogens,0.9206,Not ready biodegradable,0.9593,"2.5730 LD50, mol/kg",Not applicable,Weak inhibitor,0.9351,Non-inhibitor,0.7501
DB16117,0.00288 mg/mL,1.93,-5.3,3.3,9.8,0,7,2,105.53 Å2,12,161.01 m3·mol-1,66.1 Å3,7,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08925,0.758 mg/mL,1.53,-2.6,8.1,-5.5,0,3,2,66.4 Å2,5,79.15 m3·mol-1,29.63 Å3,2,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16136,3.06 mg/mL,2.32,-1.7,,10.67,1,1,1,12.03 Å2,4,47.59 m3·mol-1,18.47 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16141,4.39e-05 mg/mL,8.34,-7,18.3,-4.7,0,2,0,43.37 Å2,11,139.64 m3·mol-1,59.02 Å3,4,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06788,,-2.1,,9.49,11.59,1,17,16,446.86 Å2,34,360.07 m3·mol-1,138.34 Å3,8,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13074,0.00616 mg/mL,1.67,-4.9,12.4,8.34,1,4,6,144.9 Å2,9,133.14 m3·mol-1,49.05 Å3,4,1,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08971,0.0339 mg/mL,1.97,-4,13.84,-0.23,0,4,2,74.6 Å2,2,101.47 m3·mol-1,40.14 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08973,0.00175 mg/mL,3.42,-5.4,13.73,-3.3,0,5,1,72.83 Å2,2,119.21 m3·mol-1,47.44 Å3,5,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06825,0.0305 mg/mL,-3.6,-4.6,9.49,11.54,1,17,18,487.92 Å2,33,352.43 m3·mol-1,135.23 Å3,8,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08985,13.8 mg/mL,0.23,-1.1,9.1,9.73,1,3,3,52.49 Å2,4,52 m3·mol-1,20.33 Å3,1,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08989,12.4 mg/mL,1.52,-1.3,8.95,-1,0,3,1,49.77 Å2,4,62.87 m3·mol-1,24.06 Å3,1,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13108,0.715 mg/mL,2.12,-2.4,18.83,8.05,1,2,1,29.1 Å2,3,54.13 m3·mol-1,20.66 Å3,1,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
