DrugBank ID,Description,Kingdom,Super Class,Class,Sub Class,Direct Parent,Alternative Parents,Substituents,Molecular Framework,External Descriptors
DB15429,"This compound belongs to the class of organic compounds known as alpha-mercaptocarboxylic acids. These are carboxylic acids that bear a thiol group at the C-2 position. Alpha-mercaptocarboxylic acids have the general formula RC(S)C(=O)O, where R = H, organyl group.",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,alpha-Mercaptocarboxylic acids,"['Monocarboxylic acids and derivatives', 'Alkylthiols', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['2-mercaptocarboxylic acid', 'Aliphatic acyclic compound', 'Alkylthiol', 'Carbonyl group', 'Hydrocarbon derivative', 'Monocarboxylic acid or derivatives', 'Organic oxide', 'Organic oxygen compound', 'Organooxygen compound', 'Organosulfur compound']",Aliphatic acyclic compounds,sulfur-containing carboxylic acid (CHEBI:30065)
DB03394,"This compound belongs to the class of organic compounds known as polyethylene glycols. These are oligomers or polymers of ethylene oxide, with the general formula (C2H4O)n (with n>=3).",Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,"['Primary alcohols', 'Hydrocarbon derivatives']","['Alcohol', 'Aliphatic acyclic compound', 'Hydrocarbon derivative', 'Polyethylene glycol', 'Primary alcohol']",Aliphatic acyclic compounds,poly(ethylene glycol) (CHEBI:44748)
DB01185,This compound belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masculine characteristics. They also show profound effects on scalp and body hair in humans.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Androgens and derivatives,"['Halogenated steroids', '3-oxo delta-4-steroids', '17-hydroxysteroids', '11-beta-hydroxysteroids', 'Delta-4-steroids', 'Cyclohexenones', 'Tertiary alcohols', 'Secondary alcohols', 'Fluorohydrins', 'Cyclic alcohols and derivatives', 'Organofluorides', 'Organic oxides', 'Hydrocarbon derivatives', 'Alkyl fluorides']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '17-hydroxysteroid', '3-oxo-delta-4-steroid', '3-oxosteroid', '9-halo-steroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Alkyl fluoride', 'Alkyl halide', 'Androgen-skeleton', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Cyclohexenone', 'Delta-4-steroid', 'Fluorohydrin', 'Halo-steroid', 'Halohydrin', 'Hydrocarbon derivative', 'Hydroxysteroid', 'Ketone', 'Organic oxide', 'Organic oxygen compound', 'Organofluoride', 'Organohalogen compound', 'Organooxygen compound', 'Oxosteroid', 'Secondary alcohol', 'Tertiary alcohol']",Aliphatic homopolycyclic compounds,"11beta-hydroxy steroid, 3-oxo Delta(4)-steroid, 17beta-hydroxy steroid, fluorinated steroid, anabolic androgenic steroid (CHEBI:5120)  / C19 steroids (androgens) and derivatives (LMST02020025)"
DB01191,This compound belongs to the class of organic compounds known as amphetamines and derivatives. These are organic compounds containing or derived from 1-phenylpropan-2-amine.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,"['Trifluoromethylbenzenes', 'Phenylpropanes', 'Aralkylamines', 'Dialkylamines', 'Organopnictogen compounds', 'Organofluorides', 'Hydrocarbon derivatives', 'Alkyl fluorides']","['Alkyl fluoride', 'Alkyl halide', 'Amine', 'Amphetamine or derivatives', 'Aralkylamine', 'Aromatic homomonocyclic compound', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organofluoride', 'Organohalogen compound']",Aromatic homomonocyclic compounds,fenfluramine (CHEBI:439329)
DB01192,"This compound belongs to the class of organic compounds known as phenanthrenes and derivatives. These are polycyclic compounds containing a phenanthrene moiety, which is a tricyclic aromatic compound with three non-linearly fused benzene.",Organic compounds,Benzenoids,Phenanthrenes and derivatives,Not Available,Phenanthrenes and derivatives,"['Isoquinolones and derivatives', 'Tetralins', 'Coumarans', '1-hydroxy-2-unsubstituted benzenoids', 'Alkyl aryl ethers', 'Aralkylamines', 'Piperidines', 'Tertiary alcohols', 'Trialkylamines', '1,2-aminoalcohols', 'Ketones', 'Cyclic alcohols and derivatives', 'Oxacyclic compounds', 'Azacyclic compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Organopnictogen compounds']","['1,2-aminoalcohol', '1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Aralkylamine', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Carbonyl group', 'Coumaran', 'Cyclic alcohol', 'Ether', 'Hydrocarbon derivative', 'Isoquinolone', 'Ketone', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Oxacycle', 'Phenanthrene', 'Piperidine', 'Tertiary alcohol', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tetralin']",Aromatic heteropolycyclic compounds,morphinane alkaloid (CHEBI:7865)
DB01193,"This compound belongs to the class of organic compounds known as alkyl-phenylketones. These are aromatic compounds containing a ketone substituted by one alkyl group, and a phenyl group.",Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,"['Acetophenones', 'Phenoxy compounds', 'Phenol ethers', 'Benzoyl derivatives', 'Aryl alkyl ketones', 'Alkyl aryl ethers', 'Secondary alcohols', '1,2-aminoalcohols', 'Propargyl-type 1,3-dipolar organic compounds', 'Dialkylamines', 'Carboximidic acids', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['1,2-aminoalcohol', 'Acetophenone', 'Alcohol', 'Alkyl aryl ether', 'Alkyl-phenylketone', 'Amine', 'Aromatic homomonocyclic compound', 'Aryl alkyl ketone', 'Benzenoid', 'Benzoyl', 'Carboximidic acid', 'Carboximidic acid derivative', 'Ether', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic 1,3-dipolar compound', 'Organic nitrogen compound', 'Organic oxide', 'Organonitrogen compound', 'Organopnictogen compound', 'Phenol ether', 'Phenoxy compound', 'Propargyl-type 1,3-dipolar organic compound', 'Secondary alcohol', 'Secondary aliphatic amine', 'Secondary amine']",Aromatic homomonocyclic compounds,"monocarboxylic acid amide, secondary amino compound, ether, aromatic amide, ethanolamines, propanolamine (CHEBI:2379)"
DB12643,"This compound belongs to the class of organic compounds known as proline and derivatives. These are compounds containing proline or a derivative thereof resulting from reaction of proline at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,"['Alpha amino acid amides', 'Benzenesulfonamides', 'Dimethoxybenzenes', 'Benzenesulfonyl compounds', 'Indoles and derivatives', 'Anisoles', 'Pyrrolidinecarboxamides', 'Phenoxy compounds', 'Alkyl aryl ethers', 'Aralkylamines', 'N-alkylpyrrolidines', 'Aryl chlorides', 'Sulfonyls', 'Tertiary carboxylic acid amides', 'Organosulfonic acids and derivatives', 'Secondary alcohols', '1,2-aminoalcohols', 'Trialkylamines', 'Azacyclic compounds', 'Organochlorides', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds', 'Organopnictogen compounds']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Alpha-amino acid amide', 'Amine', 'Anisole', 'Aralkylamine', 'Aromatic heteropolycyclic compound', 'Aryl chloride', 'Aryl halide', 'Azacycle', 'Benzenesulfonamide', 'Benzenesulfonyl group', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Dimethoxybenzene', 'Ether', 'Hydrocarbon derivative', 'Indole or derivatives', 'M-dimethoxybenzene', 'Methoxybenzene', 'Monocyclic benzene moiety', 'N-alkylpyrrolidine', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organic sulfonic acid or derivatives', 'Organochloride', 'Organohalogen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Organosulfonic acid or derivatives', 'Organosulfur compound', 'Phenol ether', 'Phenoxy compound', 'Proline or derivatives', 'Pyrrolidine', 'Pyrrolidine carboxylic acid or derivatives', 'Pyrrolidine-2-carboxamide', 'Secondary alcohol', 'Sulfonyl', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide']",Aromatic heteropolycyclic compounds,Not Available
DB15566,"This compound belongs to the class of organic compounds known as gluco/mineralocorticoids, progestogins and derivatives. These are steroids with a structure based on a hydroxylated prostane moiety.",Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives","['20-oxosteroids', '3-oxo delta-1,4-steroids', '17-hydroxysteroids', '11-beta-hydroxysteroids', 'Delta-1,4-steroids', 'Alpha-acyloxy ketones', 'Tertiary alcohols', 'Alpha-hydroxy ketones', 'Secondary alcohols', 'Cyclic ketones', 'Cyclic alcohols and derivatives', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '17-hydroxysteroid', '20-oxosteroid', '3-oxo-delta-1,4-steroid', '3-oxosteroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Alpha-acyloxy ketone', 'Alpha-hydroxy ketone', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic alcohol', 'Cyclic ketone', 'Delta-1,4-steroid', 'Hydrocarbon derivative', 'Hydroxysteroid', 'Ketone', 'Monocarboxylic acid or derivatives', 'Organic oxide', 'Organic oxygen compound', 'Organooxygen compound', 'Oxosteroid', 'Progestogin-skeleton', 'Secondary alcohol', 'Tertiary alcohol']",Aliphatic homopolycyclic compounds,corticosteroid hormone (CHEBI:8380)
DB01203,"This compound belongs to the class of organic compounds known as tetralins. These are polycyclic aromatic compounds containing a tetralin moiety, which consists of a benzene fused to a cyclohexane.",Organic compounds,Benzenoids,Tetralins,Not Available,Tetralins,"['Alkyl aryl ethers', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Aromatic homopolycyclic compound', 'Ether', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organonitrogen compound']",Aromatic homopolycyclic compounds,Not Available
DB06212,"This compound belongs to the class of organic compounds known as benzanilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with a benzene ring. They have the general structure RNC(=O)R', where R,R'= benzene.",Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides,"['Benzazepines', 'o-Toluamides', 'Benzamides', 'Benzoyl derivatives', 'Azepines', 'Aryl chlorides', 'Tertiary carboxylic acid amides', 'Secondary carboxylic acid amides', 'Secondary alcohols', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organonitrogen compounds', 'Organochlorides', 'Organic oxides', 'Hydrocarbon derivatives']","['Alcohol', 'Aromatic heteropolycyclic compound', 'Aryl chloride', 'Aryl halide', 'Azacycle', 'Azepine', 'Benzamide', 'Benzanilide', 'Benzazepine', 'Benzoic acid or derivatives', 'Benzoyl', 'Carboxamide group', 'Carboxylic acid derivative', 'Hydrocarbon derivative', 'O-toluamide', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organochloride', 'Organohalogen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Secondary alcohol', 'Secondary carboxylic acid amide', 'Tertiary carboxylic acid amide', 'Toluamide', 'Toluene']",Aromatic heteropolycyclic compounds,Not Available
DB01210,"This compound belongs to the class of organic compounds known as tetralins. These are polycyclic aromatic compounds containing a tetralin moiety, which consists of a benzene fused to a cyclohexane.",Organic compounds,Benzenoids,Tetralins,Not Available,Tetralins,"['Aryl alkyl ketones', 'Alkyl aryl ethers', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Aromatic homopolycyclic compound', 'Aryl alkyl ketone', 'Aryl ketone', 'Ether', 'Hydrocarbon derivative', 'Ketone']",Aromatic homopolycyclic compounds,"cyclic ketone, aromatic ether, propanolamine (CHEBI:6438)"
DB01214,This compound belongs to the class of organic compounds known as phenol esters. These are aromatic compounds containing a benzene ring substituted by a hydroxyl group and an ester group.,Organic compounds,Benzenoids,Phenol esters,Not Available,Phenol esters,"['Phenoxy compounds', 'Phenol ethers', 'Alkyl aryl ethers', 'Secondary alcohols', 'Carboxylic acid esters', 'Amino acids and derivatives', '1,2-aminoalcohols', 'Monocarboxylic acids and derivatives', 'Dialkylamines', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Amino acid or derivatives', 'Aromatic homomonocyclic compound', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Ether', 'Hydrocarbon derivative', 'Monocarboxylic acid or derivatives', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenol ester', 'Phenol ether', 'Phenoxy compound', 'Secondary alcohol', 'Secondary aliphatic amine', 'Secondary amine']",Aromatic homomonocyclic compounds,"aromatic ether, acetate ester, secondary amino compound, propanolamine (CHEBI:6897)"
DB01217,This compound belongs to the class of organic compounds known as phenylpropanes. These are organic compounds containing a phenylpropane moiety.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,"['Triazoles', 'Heteroaromatic compounds', 'Nitriles', 'Azacyclic compounds', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['1,2,4-triazole', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Azole', 'Carbonitrile', 'Heteroaromatic compound', 'Hydrocarbon derivative', 'Nitrile', 'Organic nitrogen compound', 'Organoheterocyclic compound']",Aromatic heteromonocyclic compounds,"nitrile, triazoles (CHEBI:2704)"
DB01222,This compound belongs to the class of organic compounds known as 21-hydroxysteroids. These are steroids carrying a hydroxyl group at the 21-position of the steroid backbone.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,"['Gluco/mineralocorticoids, progestogins and derivatives', '20-oxosteroids', '3-oxo delta-1,4-steroids', '11-beta-hydroxysteroids', 'Delta-1,4-steroids', 'Alpha-hydroxy ketones', '1,3-dioxolanes', 'Secondary alcohols', 'Cyclic ketones', 'Cyclic alcohols and derivatives', 'Oxacyclic compounds', 'Acetals', 'Primary alcohols', 'Organic oxides', 'Hydrocarbon derivatives']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '20-oxosteroid', '21-hydroxysteroid', '3-oxo-delta-1,4-steroid', '3-oxosteroid', 'Acetal', 'Alcohol', 'Aliphatic heteropolycyclic compound', 'Alpha-hydroxy ketone', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Delta-1,4-steroid', 'Hydrocarbon derivative', 'Ketone', 'Meta-dioxolane', 'Organic oxide', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organooxygen compound', 'Oxacycle', 'Oxosteroid', 'Pregnane-skeleton', 'Primary alcohol', 'Progestogin-skeleton', 'Secondary alcohol']",Aliphatic heteropolycyclic compounds,"11beta-hydroxy steroid, glucocorticoid, cyclic acetal, 20-oxo steroid, 3-oxo-Delta(1),Delta(4)-steroid, 21-hydroxy steroid (CHEBI:3207)"
DB01230,This compound belongs to the class of organic compounds known as benzene and substituted derivatives. These are aromatic compounds containing one monocyclic ring system consisting of benzene.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Not Available,Benzene and substituted derivatives,"['Oxazolines', 'Propargyl-type 1,3-dipolar organic compounds', 'Oxacyclic compounds', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organooxygen compounds', 'Imines', 'Hydrocarbon derivatives']","['Aromatic heteromonocyclic compound', 'Azacycle', 'Hydrocarbon derivative', 'Imine', 'Monocyclic benzene moiety', 'Organic 1,3-dipolar compound', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound']",Aromatic heteromonocyclic compounds,"1,3-oxazoles (CHEBI:7953)"
DB01234,This compound belongs to the class of organic compounds known as 21-hydroxysteroids. These are steroids carrying a hydroxyl group at the 21-position of the steroid backbone.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,"['Gluco/mineralocorticoids, progestogins and derivatives', '20-oxosteroids', '11-beta-hydroxysteroids', '17-hydroxysteroids', '3-oxo delta-1,4-steroids', 'Halogenated steroids', 'Delta-1,4-steroids', 'Tertiary alcohols', 'Alpha-hydroxy ketones', 'Secondary alcohols', 'Fluorohydrins', 'Cyclic ketones', 'Cyclic alcohols and derivatives', 'Alkyl fluorides', 'Hydrocarbon derivatives', 'Organic oxides', 'Organofluorides', 'Primary alcohols']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '17-hydroxysteroid', '20-oxosteroid', '21-hydroxysteroid', '3-oxo-delta-1,4-steroid', '3-oxosteroid', '9-halo-steroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Alkyl fluoride', 'Alkyl halide', 'Alpha-hydroxy ketone', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Delta-1,4-steroid', 'Fluorohydrin', 'Halo-steroid', 'Halohydrin', 'Hydrocarbon derivative', 'Ketone', 'Organic oxide', 'Organic oxygen compound', 'Organofluoride', 'Organohalogen compound', 'Organooxygen compound', 'Oxosteroid', 'Pregnane-skeleton', 'Primary alcohol', 'Progestogin-skeleton', 'Secondary alcohol', 'Tertiary alcohol']",Aliphatic homopolycyclic compounds,"11beta-hydroxy steroid, 17alpha-hydroxy steroid, glucocorticoid, 20-oxo steroid, fluorinated steroid, 3-oxo-Delta(1),Delta(4)-steroid, 21-hydroxy steroid (CHEBI:41879)  / Pregnane and derivatives [Fig] (C15643)"
